congress,chamber,icpsr,bioguide_id,bioname,party,state_abbrev,district_id,rollcall_rows,unique_vote_ids,linkage_status,evidence_layers,missing_links,source_url,claim_boundary
118,House,20122,M001143,"MCCOLLUM, Betty",D,MN,MN-04,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20124,G000546,"GRAVES, Samuel",R,MO,MO-06,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20138,W000795,"WILSON, Joe",R,SC,SC-02,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20145,L000560,"LARSEN, Richard Ray (Rick)",D,WA,WA-02,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20301,R000575,"ROGERS, Mike Dennis",R,AL,AL-03,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20305,G000551,"GRIJALVA, Raúl M.",D,AZ,AZ-07,150,150,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20310,S001156,"SÁNCHEZ, Linda T.",D,CA,CA-38,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20316,D000600,"DIAZ-BALART, Mario",R,FL,FL-26,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20321,S001157,"SCOTT, David",D,GA,GA-13,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20322,C001055,"CASE, Ed",D,HI,HI-01,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20329,R000576,"RUPPERSBERGER, C. A. Dutch",D,MD,MD-02,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20342,T000463,"TURNER, Michael R.",R,OH,OH-10,154,154,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20344,C001053,"COLE, Tom",R,OK,OK-04,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20355,B001248,"BURGESS, Michael C.",R,TX,TX-26,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20356,C001051,"CARTER, John R.",R,TX,TX-31,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20501,C001059,"COSTA, Jim",D,CA,CA-21,139,139,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20504,W000797,"WASSERMAN SCHULTZ, Debbie",D,FL,FL-25,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20517,C001061,"CLEAVER, Emanuel, II",D,MO,MO-05,85,85,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20519,H001038,"HIGGINS, Brian",D,NY,NY-26,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20521,F000450,"FOXX, Virginia Ann",R,NC,NC-05,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20522,M001156,"McHENRY, Patrick T.",R,NC,NC-10,148,148,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20529,G000553,"GREEN, Al",D,TX,TX-09,156,156,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20530,M001157,"MCCAUL, Michael T.",R,TX,TX-10,157,157,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20533,C001063,"CUELLAR, Henry",D,TX,TX-28,146,146,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20535,M001159,"MCMORRIS RODGERS, Cathy",R,WA,WA-05,157,157,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20537,M001160,"MOORE, Gwendolynne S. (Gwen)",D,WI,WI-04,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20538,M001163,"MATSUI, Doris",D,CA,CA-07,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20703,M001165,"MCCARTHY, Kevin",R,CA,CA-20,85,85,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20704,L000564,"LAMBORN, Doug",R,CO,CO-05,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20706,C001069,"COURTNEY, Joe",D,CT,CT-02,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20708,C001066,"CASTOR, Kathy",D,FL,FL-14,157,157,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20709,B001260,"BUCHANAN, Vernon G.",R,FL,FL-16,148,148,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20712,J000288,"JOHNSON, Hank",D,GA,GA-04,157,157,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20724,S001168,"SARBANES, John",D,MD,MD-03,148,148,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20725,W000798,"WALBERG, Tim",R,MI,MI-05,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20729,S001172,"SMITH, Adrian",R,NE,NE-03,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20733,C001067,"CLARKE, Yvette Diane",D,NY,NY-09,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20738,J000289,"JORDAN, Jim",R,OH,OH-04,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20748,C001068,"COHEN, Stephen",D,TN,TN-09,148,148,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20749,F000454,"FOSTER, Bill",D,IL,IL-11,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20755,L000566,"LATTA, Robert E.",R,OH,OH-05,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20756,W000804,"WITTMAN, Robert J.",R,VA,VA-01,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20757,C001072,"CARSON, André",D,IN,IN-07,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20758,B001257,"BILIRAKIS, Gus",R,FL,FL-12,158,158,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20759,S001176,"SCALISE, Steve",R,LA,LA-01,157,157,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20903,M001177,"McCLINTOCK, Tom",R,CA,CA-05,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20907,H001047,"HIMES, James A.",D,CT,CT-04,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20909,P000599,"POSEY, Bill",R,FL,FL-08,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20916,G000558,"GUTHRIE, Brett",R,KY,KY-02,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20920,P000597,"PINGREE, Chellie",D,ME,ME-01,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20926,L000569,"LUETKEMEYER, Blaine",R,MO,MO-03,159,159,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
118,House,20927,T000468,"TITUS, Alice (Dina)",D,NV,NV-01,160,160,voteview_member_metadata,voteview_member_metadata; bioguide_actor_identifier; member_district_metadata,roll_call_to_bill_or_action; public_law_or_statute; district_public_opinion_issue; sponsor_success_or_member_effectiveness; model_validation,https://voteview.com/static/data/out/members/HS118_members.csv,"Voteview actor-metadata context only; not roll-call-to-bill linkage, district public-opinion representation, sponsor effectiveness, public benefit, welfare, or model validation."
