portfolioKey,componentAdversaries,informationLevel,budgetValue,metric,metricLabel,seedCount,runsPerSeed,legislators,billsPerRun,traceRowsPerSeed,evaluatedTraceRows,eventCount,mean,sampleStdDev,standardError,ci95Low,ci95High,min,q25,median,q75,max,positiveSeedShare,nonzeroSeedShare,signAgreementShare,intervalMethod,claimBoundary
clone-decoy-poison-pill,A1+A2,medium,4,worstQueueOverflowAdded,Worst queue overflow added,30,5,101,60,300,9000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,attackSuccessRate,Strict mixed-only success rate,30,5,101,60,300,9000,470,0.052222,0.022782,0.004159,0.043716,0.060728,0.010000,0.040000,0.053334,0.063333,0.120000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,mixedFailureRate,Mixed adverse-failure rate,30,5,101,60,300,9000,4082,0.453556,0.067187,0.012267,0.428470,0.478641,0.310000,0.415000,0.448333,0.496667,0.583333,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,anySameBudgetSingleFailureRate,Any full-budget single failure rate,30,5,101,60,300,9000,4117,0.457444,0.075970,0.013870,0.429080,0.485809,0.300000,0.417500,0.461666,0.495833,0.640000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,mixedDominatesStrongestSingleRate,Mixed-dominates rate,30,5,101,60,300,9000,1207,0.134111,0.047438,0.008661,0.116400,0.151823,0.026667,0.103333,0.140000,0.156667,0.240000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,meanMixedDegradation,Mean mixed degradation,30,5,101,60,300,9000,,0.059446,0.011991,0.002189,0.054968,0.063923,0.034380,0.051589,0.060325,0.067830,0.086019,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,medianMixedDegradation,Median mixed degradation,30,5,101,60,300,9000,,0.012682,0.020940,0.003823,0.004863,0.020500,0.000000,0.000000,0.000000,0.017674,0.077489,0.433333,0.433333,0.433333,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,worstMixedDegradation,Worst mixed degradation,30,5,101,60,300,9000,,0.319231,0.045425,0.008293,0.302271,0.336191,0.237480,0.289826,0.312502,0.342008,0.454983,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,meanStrongestSingleDegradation,Mean strongest-single degradation,30,5,101,60,300,9000,,0.063841,0.016835,0.003074,0.057555,0.070126,0.032210,0.054546,0.060831,0.072971,0.103889,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,meanInteractionDegradation,Mean interaction degradation,30,5,101,60,300,9000,,-0.004395,0.006937,0.001267,-0.006985,-0.001805,-0.023319,-0.008695,-0.004794,0.000023,0.008634,0.266667,1.000000,0.733333,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,medianInteractionDegradation,Median interaction degradation,30,5,101,60,300,9000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,worstInteractionDegradation,Worst interaction degradation,30,5,101,60,300,9000,,0.255495,0.073025,0.013333,0.228230,0.282760,0.144921,0.199504,0.238747,0.281981,0.454983,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,positiveInteractionRate,Positive interaction trace rate,30,5,101,60,300,9000,1207,0.134111,0.047438,0.008661,0.116400,0.151823,0.026667,0.103333,0.140000,0.156667,0.240000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,meanSuperadditiveLoss,Mean superadditive loss,30,5,101,60,300,9000,,0.011788,0.005865,0.001071,0.009598,0.013978,0.001936,0.007272,0.011496,0.016114,0.027646,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,medianSuperadditiveLoss,Median superadditive loss,30,5,101,60,300,9000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,worstSuperadditiveLoss,Worst superadditive loss,30,5,101,60,300,9000,,0.261842,0.050345,0.009192,0.243045,0.280639,0.182775,0.235556,0.244700,0.275731,0.454983,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,superadditiveRate,Superadditive trace rate,30,5,101,60,300,9000,2858,0.317556,0.067936,0.012403,0.292191,0.342920,0.180000,0.275000,0.320000,0.369167,0.470000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,recoveryCorrectionAttemptRate,Recovery/correction attempt rate,30,5,101,60,300,9000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,recoveryCorrectionFailureRate,Recovery/correction failure rate,30,5,101,60,300,9000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,meanAdministrativeBurdenAdded,Mean administrative burden added,30,5,101,60,300,9000,,0.028432,0.011093,0.002025,0.024291,0.032574,0.006240,0.021623,0.030680,0.034710,0.047493,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,worstAdministrativeBurdenAdded,Worst administrative burden added,30,5,101,60,300,9000,,0.052000,0.000000,0.000000,0.052000,0.052000,0.052000,0.052000,0.052000,0.052000,0.052000,1.000000,1.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
clone-decoy-poison-pill,A1+A2,medium,8,meanQueueOverflowAdded,Mean queue overflow added,30,5,101,60,300,9000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,two_sided_student_t_on_base_seed_estimates,"A9 multi-seed synthetic replication only. The fixed base-seed panel is the uncertainty unit; bills and worlds within a seed are not treated as independent replications. Intervals summarize Monte Carlo sensitivity under the fixed A9 mechanisms, allocations, resource conversion, interaction coefficients, review capacity, and recovery assumptions. They are not population intervals, empirical attack-frequency estimates, general mechanism rankings, or evidence for real-world institutional adoption."
