caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7831,52.207,60.000,0.870,1.000,0.503,0.444,0.438,0.081,0.130,0.000,0.000,0.150,0.482,0.095,0.672,0.637,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6687,44.580,60.000,0.743,1.000,0.509,0.455,0.378,0.091,0.257,0.000,0.000,0.300,0.456,0.175,0.555,0.616,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3233,21.553,60.000,0.359,1.000,0.550,0.530,0.197,0.161,0.641,0.000,0.000,0.747,0.259,0.421,0.182,0.408,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2336,15.573,60.000,0.260,1.000,0.580,0.577,0.151,0.201,0.740,0.000,0.000,0.890,0.094,0.485,0.103,0.313,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5269,35.127,60.000,0.585,1.000,0.519,0.470,0.304,0.105,0.415,0.000,0.000,0.500,0.400,0.280,0.413,0.581,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5174,34.493,60.000,0.575,1.000,0.518,0.471,0.298,0.107,0.425,0.000,0.000,0.500,0.404,0.291,0.402,0.574,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5120,34.133,60.000,0.569,1.000,0.518,0.478,0.295,0.111,0.431,0.000,0.000,0.500,0.411,0.284,0.378,0.544,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5085,33.900,60.000,0.565,1.000,0.519,0.484,0.293,0.114,0.435,0.000,0.000,0.499,0.414,0.284,0.365,0.533,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2313,15.420,60.000,0.257,1.000,0.581,0.581,0.149,0.202,0.743,0.000,0.000,0.896,0.078,0.484,0.102,0.318,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2234,14.893,60.000,0.248,1.000,0.584,0.581,0.145,0.209,0.752,0.000,0.000,0.903,0.068,0.502,0.096,0.307,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2308,15.387,60.000,0.256,1.000,0.583,0.583,0.150,0.204,0.744,0.000,0.000,0.899,0.082,0.475,0.099,0.305,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2309,15.393,60.000,0.257,1.000,0.581,0.577,0.149,0.206,0.743,0.000,0.000,0.896,0.081,0.484,0.098,0.303,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2263,15.087,60.000,0.251,1.000,0.582,0.581,0.146,0.206,0.749,0.000,0.000,0.894,0.088,0.493,0.095,0.298,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2355,15.700,60.000,0.262,1.000,0.580,0.576,0.152,0.202,0.738,0.000,0.000,0.880,0.104,0.487,0.099,0.301,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority,Unicameral simple majority,9000,60.000,4521,30.140,60.000,0.502,1.000,0.635,0.622,0.319,0.269,0.498,0.000,0.000,0.000,0.000,0.184,0.163,0.225,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,supermajority-60,Unicameral 60 percent passage,9000,60.000,2520,16.800,60.000,0.280,1.000,0.686,0.670,0.192,0.339,0.720,0.000,0.000,0.000,0.000,0.423,0.068,0.164,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass,Default pass unless 2/3 block,9000,60.000,7516,50.107,60.000,0.835,1.000,0.575,0.557,0.480,0.187,0.165,0.000,0.000,0.000,0.329,0.027,0.404,0.343,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,3746,24.973,25.013,0.416,0.417,0.629,0.640,0.262,0.271,0.584,0.368,0.215,0.000,0.116,0.276,0.128,0.210,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5880,39.200,60.000,0.653,1.000,0.592,0.581,0.387,0.222,0.347,0.000,0.000,0.499,0.193,0.142,0.261,0.279,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,5231,34.873,35.413,0.581,0.590,0.606,0.617,0.353,0.255,0.419,0.410,0.000,0.000,0.187,0.169,0.185,0.215,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,3305,22.033,22.073,0.367,0.368,0.640,0.671,0.235,0.326,0.633,0.632,0.000,0.000,0.089,0.359,0.087,0.150,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,4402,29.347,35.393,0.489,0.590,0.629,0.632,0.307,0.281,0.511,0.410,0.000,0.326,0.060,0.225,0.140,0.195,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,5593,37.287,58.387,0.621,0.973,0.610,0.607,0.379,0.229,0.379,0.026,0.001,0.000,0.152,0.075,0.241,0.268,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,5745,38.300,58.353,0.638,0.973,0.605,0.603,0.386,0.229,0.362,0.027,0.001,0.424,0.174,0.071,0.243,0.264,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,5426,36.173,60.000,0.603,1.000,0.603,0.620,0.364,0.216,0.397,0.000,0.000,0.000,0.239,0.076,0.249,0.286,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,4594,30.627,60.000,0.510,1.000,0.617,0.632,0.315,0.249,0.490,0.000,0.000,0.499,0.130,0.179,0.173,0.235,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,8033,53.553,60.000,0.893,1.000,0.557,0.534,0.497,0.168,0.107,0.000,0.000,0.150,0.347,0.046,0.469,0.368,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,7074,47.160,60.000,0.786,1.000,0.569,0.551,0.447,0.188,0.214,0.000,0.000,0.300,0.294,0.089,0.377,0.334,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,4980,33.200,60.000,0.553,1.000,0.619,0.612,0.342,0.258,0.447,0.000,0.000,0.662,0.088,0.174,0.175,0.222,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,4777,31.847,60.000,0.531,1.000,0.625,0.616,0.332,0.263,0.469,0.000,0.000,0.760,0.053,0.180,0.169,0.223,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,6149,40.993,60.000,0.683,1.000,0.586,0.570,0.401,0.207,0.317,0.000,0.000,0.500,0.213,0.125,0.299,0.308,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5971,39.807,60.000,0.663,1.000,0.591,0.575,0.392,0.216,0.337,0.000,0.000,0.500,0.202,0.136,0.277,0.292,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5740,38.267,60.000,0.638,1.000,0.596,0.587,0.380,0.231,0.362,0.000,0.000,0.495,0.186,0.150,0.236,0.259,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5826,38.840,60.000,0.647,1.000,0.594,0.587,0.385,0.232,0.353,0.000,0.000,0.471,0.200,0.146,0.229,0.247,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,4830,32.200,60.000,0.537,1.000,0.623,0.614,0.334,0.265,0.463,0.000,0.000,0.694,0.062,0.184,0.167,0.215,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,4783,31.887,60.000,0.531,1.000,0.623,0.616,0.331,0.263,0.469,0.000,0.000,0.723,0.060,0.183,0.167,0.219,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,4787,31.913,60.000,0.532,1.000,0.625,0.617,0.332,0.264,0.468,0.000,0.000,0.734,0.060,0.183,0.168,0.220,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,4808,32.053,60.000,0.534,1.000,0.624,0.614,0.333,0.265,0.466,0.000,0.000,0.713,0.063,0.188,0.166,0.217,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,4842,32.280,60.000,0.538,1.000,0.621,0.613,0.334,0.264,0.462,0.000,0.000,0.682,0.070,0.186,0.168,0.218,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,5038,33.587,60.000,0.560,1.000,0.617,0.609,0.345,0.259,0.440,0.000,0.000,0.642,0.084,0.172,0.176,0.219,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority,Unicameral simple majority,9000,60.000,1257,8.380,60.000,0.140,1.000,0.583,0.596,0.081,0.213,0.860,0.000,0.000,0.000,0.000,0.668,0.055,0.306,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,supermajority-60,Unicameral 60 percent passage,9000,60.000,298,1.987,60.000,0.033,1.000,0.658,0.694,0.022,0.371,0.967,0.000,0.000,0.000,0.000,0.885,0.006,0.112,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass,Default pass unless 2/3 block,9000,60.000,7549,50.327,60.000,0.839,1.000,0.518,0.436,0.434,0.066,0.161,0.000,0.000,0.000,0.496,0.027,0.784,0.822,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1144,7.627,7.700,0.127,0.128,0.566,0.606,0.072,0.206,0.873,0.640,0.232,0.000,0.271,0.672,0.042,0.246,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,4906,32.707,60.000,0.545,1.000,0.501,0.444,0.273,0.083,0.455,0.000,0.000,0.500,0.471,0.342,0.423,0.669,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,863,5.753,5.793,0.096,0.097,0.570,0.675,0.055,0.262,0.904,0.903,0.000,0.000,0.220,0.727,0.026,0.197,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,128,0.853,0.853,0.014,0.014,0.628,0.785,0.009,0.375,0.986,0.986,0.000,0.000,0.055,0.948,0.002,0.111,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,689,4.593,5.760,0.077,0.096,0.598,0.683,0.046,0.297,0.923,0.904,0.000,0.061,0.045,0.770,0.018,0.160,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3154,21.027,54.260,0.350,0.904,0.537,0.549,0.188,0.121,0.650,0.095,0.000,0.000,0.324,0.278,0.197,0.461,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4062,27.080,54.220,0.451,0.904,0.515,0.508,0.233,0.104,0.549,0.096,0.000,0.494,0.429,0.233,0.277,0.513,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3506,23.373,60.000,0.390,1.000,0.533,0.567,0.208,0.097,0.610,0.000,0.000,0.000,0.434,0.132,0.258,0.563,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,2492,16.613,60.000,0.277,1.000,0.526,0.572,0.146,0.121,0.723,0.000,0.000,0.500,0.387,0.401,0.156,0.467,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7771,51.807,60.000,0.863,1.000,0.491,0.419,0.424,0.062,0.137,0.000,0.000,0.150,0.522,0.101,0.738,0.743,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6550,43.667,60.000,0.728,1.000,0.494,0.426,0.360,0.070,0.272,0.000,0.000,0.300,0.502,0.200,0.601,0.715,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,2859,19.060,60.000,0.318,1.000,0.516,0.491,0.164,0.122,0.682,0.000,0.000,0.749,0.371,0.518,0.201,0.541,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,1569,10.460,60.000,0.174,1.000,0.558,0.574,0.097,0.190,0.826,0.000,0.000,0.917,0.140,0.629,0.071,0.328,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,4923,32.820,60.000,0.547,1.000,0.500,0.441,0.273,0.081,0.453,0.000,0.000,0.500,0.469,0.347,0.434,0.683,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,4932,32.880,60.000,0.548,1.000,0.501,0.443,0.274,0.082,0.452,0.000,0.000,0.500,0.468,0.348,0.432,0.677,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,4910,32.733,60.000,0.546,1.000,0.500,0.445,0.273,0.084,0.454,0.000,0.000,0.500,0.482,0.344,0.418,0.661,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,4909,32.727,60.000,0.545,1.000,0.499,0.448,0.272,0.087,0.455,0.000,0.000,0.500,0.474,0.336,0.405,0.640,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,1457,9.713,60.000,0.162,1.000,0.564,0.582,0.091,0.201,0.838,0.000,0.000,0.931,0.115,0.640,0.061,0.294,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,1452,9.680,60.000,0.161,1.000,0.568,0.585,0.092,0.207,0.839,0.000,0.000,0.934,0.092,0.645,0.059,0.285,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,1445,9.633,60.000,0.161,1.000,0.565,0.581,0.091,0.207,0.839,0.000,0.000,0.936,0.102,0.650,0.061,0.298,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,1414,9.427,60.000,0.157,1.000,0.565,0.576,0.089,0.205,0.843,0.000,0.000,0.935,0.108,0.659,0.056,0.276,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,1477,9.847,60.000,0.164,1.000,0.562,0.578,0.092,0.202,0.836,0.000,0.000,0.929,0.115,0.642,0.061,0.291,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,1467,9.780,60.000,0.163,1.000,0.562,0.579,0.092,0.207,0.837,0.000,0.000,0.925,0.133,0.643,0.058,0.280,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,simple-majority,Unicameral simple majority,9000,60.000,2391,15.940,60.000,0.266,1.000,0.595,0.584,0.158,0.199,0.734,0.000,0.000,0.000,0.000,0.429,0.121,0.373,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,supermajority-60,Unicameral 60 percent passage,9000,60.000,780,5.200,60.000,0.087,1.000,0.667,0.666,0.058,0.308,0.913,0.000,0.000,0.000,0.000,0.740,0.022,0.194,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass,Default pass unless 2/3 block,9000,60.000,7521,50.140,60.000,0.836,1.000,0.530,0.464,0.443,0.092,0.164,0.000,0.000,0.000,0.464,0.022,0.691,0.693,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1732,11.547,11.647,0.192,0.194,0.591,0.608,0.114,0.218,0.808,0.571,0.234,0.000,0.193,0.565,0.066,0.263,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5231,34.873,60.000,0.581,1.000,0.524,0.479,0.304,0.115,0.419,0.000,0.000,0.499,0.386,0.254,0.391,0.552,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1835,12.233,12.300,0.204,0.205,0.589,0.629,0.120,0.248,0.796,0.795,0.000,0.000,0.186,0.550,0.063,0.236,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,555,3.700,3.700,0.062,0.062,0.638,0.718,0.039,0.365,0.938,0.938,0.000,0.000,0.049,0.825,0.013,0.126,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1562,10.413,12.340,0.174,0.206,0.609,0.639,0.106,0.267,0.826,0.794,0.000,0.132,0.049,0.587,0.050,0.220,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3743,24.953,55.427,0.416,0.924,0.564,0.561,0.234,0.150,0.584,0.076,0.001,0.000,0.243,0.206,0.221,0.429,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4436,29.573,55.227,0.493,0.920,0.545,0.534,0.269,0.138,0.507,0.079,0.000,0.488,0.328,0.184,0.273,0.450,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3948,26.320,60.000,0.439,1.000,0.555,0.574,0.244,0.129,0.561,0.000,0.000,0.000,0.363,0.115,0.259,0.478,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,3091,20.607,60.000,0.343,1.000,0.558,0.580,0.192,0.154,0.657,0.000,0.000,0.499,0.291,0.312,0.173,0.400,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7868,52.453,60.000,0.874,1.000,0.507,0.446,0.443,0.086,0.126,0.000,0.000,0.150,0.474,0.079,0.682,0.642,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6751,45.007,60.000,0.750,1.000,0.512,0.457,0.384,0.097,0.250,0.000,0.000,0.299,0.441,0.155,0.553,0.604,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3361,22.407,60.000,0.373,1.000,0.555,0.533,0.207,0.164,0.627,0.000,0.000,0.742,0.238,0.383,0.186,0.405,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2648,17.653,60.000,0.294,1.000,0.580,0.569,0.171,0.193,0.706,0.000,0.000,0.872,0.097,0.431,0.125,0.345,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5351,35.673,60.000,0.595,1.000,0.524,0.474,0.312,0.112,0.405,0.000,0.000,0.499,0.377,0.245,0.415,0.570,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5294,35.293,60.000,0.588,1.000,0.525,0.476,0.309,0.113,0.412,0.000,0.000,0.499,0.382,0.246,0.403,0.559,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5231,34.873,60.000,0.581,1.000,0.525,0.484,0.305,0.118,0.419,0.000,0.000,0.499,0.381,0.244,0.379,0.533,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5150,34.333,60.000,0.572,1.000,0.524,0.488,0.300,0.122,0.428,0.000,0.000,0.498,0.391,0.255,0.355,0.508,0,0
