review_rank,target_review_packet_rank,lineage_adjudication_rank,text_diff_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,pre_edition,post_edition,review_status,source_reviewed_target_section_diff,codified_lineage_relationship,public_law_source_url,pre_olrc_url,post_olrc_url,pre_text_sha256,post_text_sha256,pre_normalized_text_sha256,post_normalized_text_sha256,pre_section_anchor_status,post_section_anchor_status,post_public_law_context_count,public_law_source_summary,pre_olrc_source_summary,post_olrc_source_summary,target_section_diff_summary,public_law_causal_attribution,law_revision_effective_text_reviewed,source_review_notes,evidence_layers,missing_links,claim_boundary
11,3,3,3,117-hr-1437,117-229,2022-12-16,1 USC 1 note,direct_us_code_reference,1,1,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title1-section1,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title1-section1,251c342ac19a484cdc6781b05c91ff7155df1be21a1535a36997be9cec3709fb,c80ccfc06a54075db0de855313ed0581bca71de63ce2122a8be7824111a3e3d4,0ffddd3c36a95c63d1ebc628fa7c2578d9abf57f835de3ed906418f8eb75e23c,715737a905a3c3deb3731868b7fc75a40a8fe923f64e001d17ed227b83282bbf,section_anchor_found,section_anchor_found,2,GovInfo Public Law 117-229 section 3 adds a references rule for references to this Act within each division of the Act.,The 2021 OLRC section 1 note context lacks the Pub. L. 117-229 references note.,The 2022 OLRC section 1 note context includes a References in Pub. L. 117-229 note tied to section 3.,Reviewed official sources show changed target-note text between annual editions for the section 1 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; not counted as exclusive causation or effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
12,4,4,4,117-hr-1437,117-229,2022-12-16,18 USC 1 note,direct_us_code_reference,18,1,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section1,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section1,7bb7c43fd9e7eb04ccf2865b99a2c2cd938464edcf6546bb05759c2a2b3d5e79,8a21d5ab64eecb33b96312a81eb46bb5bb3dc2a2cf6d1e2e635ca5e1de607f17,e8e3968131a556d76f8e2b1263708b7d0019818cab3a2b4b281d40e824b53aae,94b2a1bcf04610dab847aa92dfd7082f3ca0f35dc0bb07d73c3c7ec715b756aa,section_anchor_found,section_anchor_found,2,GovInfo Public Law 117-229 division B title I section 103(a) provides the United States Parole Commission Further Extension Act of 2022 short title.,The 2021 OLRC section 1 note context lacks the Pub. L. 117-229 short-title marker.,The 2022 OLRC section 1 note context includes Pub. L. 117-229 section 103(a) short-title marker context and later note treatment.,Reviewed official sources show changed title-note text between annual editions for the section 1 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; later superseding note treatment is not counted as independent effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
13,5,5,5,117-hr-1437,117-229,2022-12-16,18 USC 3014(a),title_code_section_phrase,18,3014,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section3014,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section3014,e661929eb31450805672fa601500c307c8b64583f9f3ce834f54fef06c239e33,a83ccba34ec5a2ec645971f8cedbb8bf3ea376b4c05f26cf25ea258ad95e3a73,5eb9535644d54d03b944190ed2d9b25b14811a85e2e24453f6d924ed5ec5108b,6d9810a65cebc0321f416e0f41fe8af25b2e59dc8d7f79506baa4aa35e23fc2c,section_anchor_found,section_anchor_found,3,GovInfo Public Law 117-229 division B title I section 102 amends 18 U.S.C. 3014(a) by extending the Domestic Trafficking Victims Fund special-assessment authorization date.,The 2021 OLRC section 3014(a) text has a pre-2022 terminal date in the introductory clause.,The 2022 OLRC section 3014(a) text has a later terminal date and amendment notes including Pub. L. 117-229 section 102.,Reviewed official sources show changed target-section text between annual editions for section 3014(a).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; cumulative later amendments remain outside the causal-attribution claim.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
14,7,7,7,117-hr-1437,117-229,2022-12-16,21 USC 360j(m)(6)(A)(iv),direct_us_code_reference,21,360j,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title21-section360j,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title21-section360j,76293519065255c1baf98343321550f184ff5c019a55b139af2e445833f0c126,88bb20803deff02810b2b9e165e780c41c11d61dbdce8ac91d2630300c6dd2ab,2aeddf5601cb1be7a4b4fd42b07169e8ef99245a3bdb33be8c28cb08c80a6c2b,06bc526c967704aa40315c7167e3bc8c7dcf64e18c7d633450771e5363a65b5c,section_anchor_found,section_anchor_found,2,GovInfo Public Law 117-229 division C title III section 303 amends 21 U.S.C. 360j(m)(6)(A)(iv) by extending the humanitarian-device-exemption incentive date.,The 2021 OLRC section 360j page lacks the Pub. L. 117-229 marker and reflects the pre-117-229 authorization-date context.,The 2022 OLRC section 360j page includes Pub. L. 117-229 section 303 amendment-note context for subsection (m)(6)(A)(iv).,Reviewed official sources show changed target-section text and amendment-note context between annual editions for section 360j.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as complete effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
15,9,9,9,117-hr-1437,117-229,2022-12-16,42 USC 1395ww(b)(3)(D),direct_us_code_reference,42,1395ww,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section1395ww,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section1395ww,38ce823d923f4ad1ebf67a2b1f8e1a2d2e2a18be0979063b0da289595dbda462,7db19afe4888415aca1f15724c7cc732e53b5d162d1aeb547763b0e88a502848,1217b097461d3142fa62da16449b6eb0ae483d536f26416e37b49483a20ecf3f,da2ce910ea37a00c9f5a3fc622f48aa7d1306933c57fa14da80d6a981c432691,section_anchor_found,section_anchor_found,3,GovInfo Public Law 117-229 division C title I section 102(b)(1) amends Social Security Act section 1886(b)(3)(D) date references for Medicare-dependent hospitals.,The 2021 OLRC section 1395ww page lacks Pub. L. 117-229 amendment-note context for subsection (b)(3)(D).,The 2022 OLRC section 1395ww page includes Pub. L. 117-229 section 102(b)(1) amendment-note context for subsection (b)(3)(D).,Reviewed official sources show changed target-section text and amendment-note context between annual editions for section 1395ww(b)(3)(D).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as exclusive public-law causation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
16,10,10,10,117-hr-1437,117-229,2022-12-16,42 USC 1395ww(d)(5)(G),direct_us_code_reference,42,1395ww,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section1395ww,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section1395ww,38ce823d923f4ad1ebf67a2b1f8e1a2d2e2a18be0979063b0da289595dbda462,7db19afe4888415aca1f15724c7cc732e53b5d162d1aeb547763b0e88a502848,1217b097461d3142fa62da16449b6eb0ae483d536f26416e37b49483a20ecf3f,da2ce910ea37a00c9f5a3fc622f48aa7d1306933c57fa14da80d6a981c432691,section_anchor_found,section_anchor_found,3,GovInfo Public Law 117-229 division C title I section 102(a) amends Social Security Act section 1886(d)(5)(G) date references for the Medicare-dependent hospital program.,The 2021 OLRC section 1395ww page lacks Pub. L. 117-229 amendment-note context for subsection (d)(5)(G).,The 2022 OLRC section 1395ww page includes Pub. L. 117-229 section 102(a) amendment-note context for subsection (d)(5)(G).,Reviewed official sources show changed target-section text and amendment-note context between annual editions for section 1395ww(d)(5)(G).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as exclusive public-law causation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
17,11,11,11,117-hr-1437,117-229,2022-12-16,42 USC 1396d(ff),direct_us_code_reference,42,1396d,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section1396d,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section1396d,2a8d15802ed7fc645cae5181078ff143698ef351822178fb1ddbcbcebce458ba,fc9c9eb358b29952c0d7eb19dc323fe44b24dfdae694ebe66c984bcb2f712784,320138e4af7dd22b59c042dd6caed06ef842887586c684447483fa5bc7d9677c,06d068b899b033f2bb3d4dfe554e421935494e69eca6881f76df6fe6ce1d3eed,section_anchor_found,section_anchor_found,3,GovInfo Public Law 117-229 division C title I section 103 amends Social Security Act section 1905(ff) date references for increased Medicaid FMAPs for the territories.,The 2021 OLRC section 1396d page lacks Pub. L. 117-229 amendment-note context for subsection (ff).,The 2022 OLRC section 1396d page includes Pub. L. 117-229 section 103 amendment-note context for subsection (ff).,Reviewed official sources show changed target-section text and amendment-note context between annual editions for section 1396d(ff).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as exclusive public-law causation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
18,12,12,12,117-hr-1437,117-229,2022-12-16,42 USC 282 note,direct_us_code_reference,42,282,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ229/html/PLAW-117publ229.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section282,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section282,b6fca138bfcce664adba9bde3519217b1c8f5930106859b17667638422e85e54,f77ed22beb2f9aaff0b11958a77426d5acb4b4c43b19b36be089e58f1460f503,39b2dfb4e53e864fafb7b5118f49cf5e63e95117fc25fc608de27a4ebaf81c65,5bfa7e79d109cf10a0cdf0197594ca4c29aee11dc532643aed7116c58835515f,section_anchor_found,section_anchor_found,2,GovInfo Public Law 117-229 division C title III section 304 amends the Pediatric Medical Device Safety Improvement Act of 2007 section 305(e) funding-period language associated with 42 U.S.C. 282 note.,The 2021 OLRC section 282 note context lacks Pub. L. 117-229 section 304 marker context.,The 2022 OLRC section 282 note context includes Pub. L. 117-229 section 304 marker context and later amendment-note treatment.,Reviewed official sources show changed target-note text between annual editions for the section 282 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; not counted as complete effective-text or causation evidence.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
19,23,23,23,117-hr-6833,117-180,2022-09-30,18 USC 3551 note,direct_us_code_reference,18,3551,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section3551,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section3551,af7ef7358766165cb43418d2fc9e56292e41ab8e1f71e0956c244b59d9a99423,ce984639d183f200f6589a6755b3ecb03a0d7b4fe98fa400e8b10870e8d52bf4,7110ab271c77099c3532c6b96cb8fa3ccd0f6b27c08c3162928c4b35509f20fa,910ac189f480c85da4d93c768f202cfd6376335578598952983906b641c8aaff,section_anchor_found,section_anchor_found,1,GovInfo Public Law 117-180 division C title I section 103(b) extends Sentencing Reform Act parole-commission references by deeming 35-year references to include 35 years and 46 days.,The 2021 OLRC section 3551 note lacks a Pub. L. 117-180 marker and reflects the pre-117-180 parole-commission extension note context.,"The 2022 OLRC section 3551 note includes Pub. L. 117-180 section 103(b) marker text deeming 35-year references to mean 35 years and 46 days, alongside later 2022 extension notes.",Reviewed official sources show changed target-note text between annual editions for the section 3551 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; not counted as exclusive public-law causation or effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
20,24,24,24,117-hr-6833,117-180,2022-09-30,18 USC 1 note,direct_us_code_reference,18,1,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section1,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section1,7bb7c43fd9e7eb04ccf2865b99a2c2cd938464edcf6546bb05759c2a2b3d5e79,8a21d5ab64eecb33b96312a81eb46bb5bb3dc2a2cf6d1e2e635ca5e1de607f17,e8e3968131a556d76f8e2b1263708b7d0019818cab3a2b4b281d40e824b53aae,94b2a1bcf04610dab847aa92dfd7082f3ca0f35dc0bb07d73c3c7ec715b756aa,section_anchor_found,section_anchor_found,1,GovInfo Public Law 117-180 division C title I section 103(a) provides the United States Parole Commission Extension Act of 2022 short title.,The 2021 OLRC section 1 note context lacks the Pub. L. 117-180 short-title marker.,"The 2022 OLRC section 1 note context includes Pub. L. 117-180 section 103(a) short-title marker context, with later 2022 parole-commission title notes also present.",Reviewed official sources show changed title-note text between annual editions for the section 1 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; later superseding note treatment is not counted as independent effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
21,25,25,25,117-hr-6833,117-180,2022-09-30,18 USC 3014(a),title_code_section_phrase,18,3014,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ180/html/PLAW-117publ180.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section3014,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section3014,e661929eb31450805672fa601500c307c8b64583f9f3ce834f54fef06c239e33,a83ccba34ec5a2ec645971f8cedbb8bf3ea376b4c05f26cf25ea258ad95e3a73,5eb9535644d54d03b944190ed2d9b25b14811a85e2e24453f6d924ed5ec5108b,6d9810a65cebc0321f416e0f41fe8af25b2e59dc8d7f79506baa4aa35e23fc2c,section_anchor_found,section_anchor_found,2,"GovInfo Public Law 117-180 division C title I section 102 amends 18 U.S.C. 3014(a) by extending the Domestic Trafficking Victims Fund special-assessment authorization date from September 30, 2022 to December 16, 2022.",The 2021 OLRC section 3014(a) text has an earlier terminal date in the introductory clause and lacks Pub. L. 117-180 amendment-note context.,"The 2022 OLRC section 3014(a) page includes Pub. L. 117-180 amendment-note context for the December 16, 2022 extension, while later 2022 amendments further change the displayed terminal date.",Reviewed official sources show changed target-section text and amendment-note context between annual editions for section 3014(a).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; cumulative later amendments remain outside the causal-attribution claim.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
22,28,28,28,117-hr-7776,117-263,2022-12-23,10 USC 101 note,direct_us_code_reference,10,101,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section101,ead5686c69bda9bb075682091834b97baa9528c195fb444adfd287ea568b0c6f,d38f9ef1f0cd0216d498337c6f6e7f9138381c072ed2bea34e6ee3dc50eca812,0042f296fb5ee9bb5756fa84cb51d11b0825450c9d12b3b7544af2de9086a1ec,287d0d27291dc31458f9a7c509cc017d556b4847d4599a765039042dc1bd70bf,section_anchor_found,section_anchor_found,3,GovInfo Public Law 117-263 division A title VII section 740 adds a standardized definition and notification requirement for suicide clusters for use by the Department of Defense.,The 2021 OLRC section 101 page lacks the Pub. L. 117-263 suicide-cluster note and fiscal year 2023 NDAA reference note.,The 2022 OLRC section 101 page includes Pub. L. 117-263 section 740 suicide-cluster note text and a Pub. L. 117-263 fiscal year 2023 NDAA reference note.,Reviewed official sources show changed target-note text between annual editions for the section 101 note packet.,not_reviewed_for_exclusive_public_law_causation,0,"Counted as a source-reviewed pre/post target-note diff for the bounded pilot; not counted as implementation, enforcement, or effective-text validation.",statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
23,29,29,29,117-hr-7776,117-263,2022-12-23,10 USC 8696,direct_us_code_reference,10,8696,2021,2022,reviewed_added_target_section_diff,1,added_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section8696,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section8696,4d8951c0e2bd6a51f02f6edaff259568ccda5f7649bbf52dbf41b94f8b238cc6,b0c617b9949c72a2b53d72b55ec660f9e916c8e512eb1e657daff716edfab2b7,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,7742772510a2a83584f92b5c61cc73ea04d36e7f41236093263ade0b1fb88e1b,section_anchor_not_found,section_anchor_found,2,GovInfo Public Law 117-263 division A title I section 122(a) adds 10 U.S.C. 8696 for a Navy shipbuilding workforce development special incentive.,The 2021 OLRC target page returns Document not Found for section 8696.,"The 2022 OLRC section 8696 page exists, contains Navy shipbuilding workforce development special incentive text, and credits Pub. L. 117-263 section 122(a) as the added source.",Reviewed official sources show a new post-edition target section where no pre-edition section 8696 page was available.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed added-section diff for the bounded pilot; the OLRC footnote that another section 8696 is set out after this section is not resolved as effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
24,31,31,31,117-hr-7776,117-263,2022-12-23,10 USC 8696 note,direct_us_code_reference,10,8696,2021,2022,reviewed_added_target_section_diff,1,added_target_section_with_effective_date_note,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section8696,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section8696,4d8951c0e2bd6a51f02f6edaff259568ccda5f7649bbf52dbf41b94f8b238cc6,b0c617b9949c72a2b53d72b55ec660f9e916c8e512eb1e657daff716edfab2b7,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,7742772510a2a83584f92b5c61cc73ea04d36e7f41236093263ade0b1fb88e1b,section_anchor_not_found,section_anchor_found,2,"GovInfo Public Law 117-263 division A title I section 122(c) provides applicability language for section 8696, including solicitations made on or after June 1, 2023.",The 2021 OLRC target page returns Document not Found for section 8696 and has no corresponding applicability note.,"The 2022 OLRC section 8696 page includes an Effective Date note crediting Pub. L. 117-263 section 122(c) and applying section 8696 to covered-contract solicitations on or after June 1, 2023.",Reviewed official sources show the section 8696 post-edition text and note context were added after the pre-edition missing-section page.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed added-section/note diff for the bounded pilot; not counted as independent effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
