caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5257,35.047,60.000,0.584,1.000,0.518,0.470,0.303,0.104,0.416,0.000,0.000,0.500,0.402,0.281,0.413,0.582,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5170,34.467,60.000,0.574,1.000,0.519,0.472,0.298,0.107,0.426,0.000,0.000,0.500,0.402,0.289,0.402,0.575,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5137,34.247,60.000,0.571,1.000,0.519,0.478,0.296,0.112,0.429,0.000,0.000,0.500,0.402,0.288,0.380,0.547,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5101,34.007,60.000,0.567,1.000,0.520,0.483,0.295,0.115,0.433,0.000,0.000,0.499,0.406,0.278,0.367,0.535,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2360,15.733,60.000,0.262,1.000,0.581,0.581,0.152,0.203,0.738,0.000,0.000,0.890,0.093,0.477,0.101,0.309,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2264,15.093,60.000,0.252,1.000,0.585,0.582,0.147,0.207,0.748,0.000,0.000,0.899,0.076,0.490,0.097,0.303,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2222,14.813,60.000,0.247,1.000,0.585,0.585,0.144,0.206,0.753,0.000,0.000,0.902,0.078,0.490,0.093,0.299,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2237,14.913,60.000,0.249,1.000,0.583,0.584,0.145,0.208,0.751,0.000,0.000,0.899,0.080,0.501,0.092,0.292,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2336,15.573,60.000,0.260,1.000,0.579,0.578,0.150,0.202,0.740,0.000,0.000,0.892,0.087,0.484,0.102,0.315,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2295,15.300,60.000,0.255,1.000,0.580,0.577,0.148,0.207,0.745,0.000,0.000,0.886,0.091,0.501,0.097,0.301,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority,Unicameral simple majority,9000,60.000,4521,30.140,60.000,0.502,1.000,0.635,0.622,0.319,0.269,0.498,0.000,0.000,0.000,0.000,0.184,0.163,0.225,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,supermajority-60,Unicameral 60 percent passage,9000,60.000,2520,16.800,60.000,0.280,1.000,0.686,0.670,0.192,0.339,0.720,0.000,0.000,0.000,0.000,0.423,0.068,0.164,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass,Default pass unless 2/3 block,9000,60.000,7516,50.107,60.000,0.835,1.000,0.575,0.557,0.480,0.187,0.165,0.000,0.000,0.000,0.329,0.027,0.404,0.343,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,3746,24.973,25.013,0.416,0.417,0.629,0.640,0.262,0.271,0.584,0.368,0.215,0.000,0.116,0.276,0.128,0.210,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5880,39.200,60.000,0.653,1.000,0.592,0.581,0.387,0.222,0.347,0.000,0.000,0.499,0.193,0.142,0.261,0.279,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,5231,34.873,35.413,0.581,0.590,0.606,0.617,0.353,0.255,0.419,0.410,0.000,0.000,0.187,0.169,0.185,0.215,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,3305,22.033,22.073,0.367,0.368,0.640,0.671,0.235,0.326,0.633,0.632,0.000,0.000,0.089,0.359,0.087,0.150,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,4402,29.347,35.393,0.489,0.590,0.629,0.632,0.307,0.281,0.511,0.410,0.000,0.326,0.060,0.225,0.140,0.195,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,8021,53.473,60.000,0.891,1.000,0.556,0.534,0.495,0.168,0.109,0.000,0.000,0.150,0.347,0.046,0.469,0.368,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,7099,47.327,60.000,0.789,1.000,0.569,0.551,0.449,0.187,0.211,0.000,0.000,0.300,0.291,0.087,0.379,0.336,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,4928,32.853,60.000,0.548,1.000,0.621,0.612,0.340,0.260,0.452,0.000,0.000,0.662,0.083,0.177,0.175,0.223,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,4762,31.747,60.000,0.529,1.000,0.625,0.617,0.331,0.263,0.471,0.000,0.000,0.761,0.053,0.181,0.168,0.222,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,6126,40.840,60.000,0.681,1.000,0.587,0.570,0.399,0.208,0.319,0.000,0.000,0.500,0.216,0.123,0.299,0.307,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5949,39.660,60.000,0.661,1.000,0.590,0.577,0.390,0.216,0.339,0.000,0.000,0.500,0.205,0.137,0.275,0.290,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5781,38.540,60.000,0.642,1.000,0.595,0.587,0.382,0.230,0.358,0.000,0.000,0.495,0.189,0.144,0.238,0.258,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5813,38.753,60.000,0.646,1.000,0.595,0.587,0.384,0.233,0.354,0.000,0.000,0.471,0.199,0.146,0.227,0.245,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,4832,32.213,60.000,0.537,1.000,0.622,0.615,0.334,0.263,0.463,0.000,0.000,0.695,0.066,0.183,0.169,0.220,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,4792,31.947,60.000,0.532,1.000,0.625,0.615,0.333,0.265,0.468,0.000,0.000,0.723,0.059,0.183,0.168,0.221,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,4768,31.787,60.000,0.530,1.000,0.625,0.617,0.331,0.264,0.470,0.000,0.000,0.731,0.056,0.183,0.166,0.219,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,4833,32.220,60.000,0.537,1.000,0.623,0.614,0.334,0.263,0.463,0.000,0.000,0.716,0.063,0.183,0.171,0.222,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,4864,32.427,60.000,0.540,1.000,0.621,0.613,0.336,0.265,0.460,0.000,0.000,0.681,0.069,0.185,0.167,0.213,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,4938,32.920,60.000,0.549,1.000,0.617,0.611,0.339,0.261,0.451,0.000,0.000,0.648,0.088,0.182,0.171,0.217,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority,Unicameral simple majority,9000,60.000,1257,8.380,60.000,0.140,1.000,0.583,0.596,0.081,0.213,0.860,0.000,0.000,0.000,0.000,0.668,0.055,0.306,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,supermajority-60,Unicameral 60 percent passage,9000,60.000,298,1.987,60.000,0.033,1.000,0.658,0.694,0.022,0.371,0.967,0.000,0.000,0.000,0.000,0.885,0.006,0.112,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass,Default pass unless 2/3 block,9000,60.000,7549,50.327,60.000,0.839,1.000,0.518,0.436,0.434,0.066,0.161,0.000,0.000,0.000,0.496,0.027,0.784,0.822,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1144,7.627,7.700,0.127,0.128,0.566,0.606,0.072,0.206,0.873,0.640,0.232,0.000,0.271,0.672,0.042,0.246,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,4906,32.707,60.000,0.545,1.000,0.501,0.444,0.273,0.083,0.455,0.000,0.000,0.500,0.471,0.342,0.423,0.669,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,863,5.753,5.793,0.096,0.097,0.570,0.675,0.055,0.262,0.904,0.903,0.000,0.000,0.220,0.727,0.026,0.197,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,128,0.853,0.853,0.014,0.014,0.628,0.785,0.009,0.375,0.986,0.986,0.000,0.000,0.055,0.948,0.002,0.111,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,689,4.593,5.760,0.077,0.096,0.598,0.683,0.046,0.297,0.923,0.904,0.000,0.061,0.045,0.770,0.018,0.160,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7777,51.847,60.000,0.864,1.000,0.491,0.419,0.424,0.062,0.136,0.000,0.000,0.150,0.519,0.100,0.738,0.743,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6545,43.633,60.000,0.727,1.000,0.495,0.427,0.360,0.070,0.273,0.000,0.000,0.300,0.502,0.197,0.602,0.716,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,2870,19.133,60.000,0.319,1.000,0.517,0.491,0.165,0.122,0.681,0.000,0.000,0.749,0.372,0.514,0.200,0.532,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,1557,10.380,60.000,0.173,1.000,0.558,0.578,0.097,0.193,0.827,0.000,0.000,0.919,0.144,0.627,0.070,0.324,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,4922,32.813,60.000,0.547,1.000,0.500,0.440,0.274,0.081,0.453,0.000,0.000,0.500,0.476,0.347,0.436,0.685,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,4939,32.927,60.000,0.549,1.000,0.501,0.444,0.275,0.083,0.451,0.000,0.000,0.500,0.470,0.338,0.431,0.678,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,4920,32.800,60.000,0.547,1.000,0.500,0.445,0.274,0.084,0.453,0.000,0.000,0.500,0.475,0.335,0.420,0.663,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,4914,32.760,60.000,0.546,1.000,0.499,0.448,0.272,0.086,0.454,0.000,0.000,0.500,0.473,0.331,0.407,0.642,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,1433,9.553,60.000,0.159,1.000,0.566,0.584,0.090,0.208,0.841,0.000,0.000,0.928,0.105,0.652,0.056,0.274,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,1444,9.627,60.000,0.160,1.000,0.565,0.582,0.091,0.203,0.840,0.000,0.000,0.936,0.098,0.656,0.062,0.306,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,1437,9.580,60.000,0.160,1.000,0.566,0.579,0.090,0.203,0.840,0.000,0.000,0.934,0.105,0.648,0.059,0.291,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,1510,10.067,60.000,0.168,1.000,0.562,0.574,0.094,0.200,0.832,0.000,0.000,0.930,0.105,0.639,0.063,0.295,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,1474,9.827,60.000,0.164,1.000,0.562,0.578,0.092,0.201,0.836,0.000,0.000,0.930,0.124,0.641,0.061,0.291,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,1496,9.973,60.000,0.166,1.000,0.563,0.580,0.094,0.205,0.834,0.000,0.000,0.926,0.117,0.644,0.060,0.280,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,simple-majority,Unicameral simple majority,9000,60.000,2391,15.940,60.000,0.266,1.000,0.595,0.584,0.158,0.199,0.734,0.000,0.000,0.000,0.000,0.429,0.121,0.373,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,supermajority-60,Unicameral 60 percent passage,9000,60.000,780,5.200,60.000,0.087,1.000,0.667,0.666,0.058,0.308,0.913,0.000,0.000,0.000,0.000,0.740,0.022,0.194,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass,Default pass unless 2/3 block,9000,60.000,7521,50.140,60.000,0.836,1.000,0.530,0.464,0.443,0.092,0.164,0.000,0.000,0.000,0.464,0.022,0.691,0.693,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1732,11.547,11.647,0.192,0.194,0.591,0.608,0.114,0.218,0.808,0.571,0.234,0.000,0.193,0.565,0.066,0.263,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5231,34.873,60.000,0.581,1.000,0.524,0.479,0.304,0.115,0.419,0.000,0.000,0.499,0.386,0.254,0.391,0.552,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1835,12.233,12.300,0.204,0.205,0.589,0.629,0.120,0.248,0.796,0.795,0.000,0.000,0.186,0.550,0.063,0.236,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,555,3.700,3.700,0.062,0.062,0.638,0.718,0.039,0.365,0.938,0.938,0.000,0.000,0.049,0.825,0.013,0.126,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1562,10.413,12.340,0.174,0.206,0.609,0.639,0.106,0.267,0.826,0.794,0.000,0.132,0.049,0.587,0.050,0.220,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7878,52.520,60.000,0.875,1.000,0.506,0.446,0.443,0.086,0.125,0.000,0.000,0.150,0.474,0.080,0.683,0.642,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6741,44.940,60.000,0.749,1.000,0.512,0.456,0.383,0.096,0.251,0.000,0.000,0.299,0.441,0.157,0.555,0.607,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3440,22.933,60.000,0.382,1.000,0.554,0.535,0.212,0.163,0.618,0.000,0.000,0.741,0.237,0.364,0.194,0.413,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2583,17.220,60.000,0.287,1.000,0.582,0.572,0.167,0.196,0.713,0.000,0.000,0.875,0.098,0.438,0.119,0.335,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5368,35.787,60.000,0.596,1.000,0.524,0.475,0.313,0.110,0.404,0.000,0.000,0.499,0.378,0.242,0.417,0.573,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5308,35.387,60.000,0.590,1.000,0.524,0.478,0.309,0.114,0.410,0.000,0.000,0.499,0.378,0.243,0.401,0.556,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5199,34.660,60.000,0.578,1.000,0.525,0.482,0.303,0.117,0.422,0.000,0.000,0.499,0.389,0.261,0.376,0.535,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5170,34.467,60.000,0.574,1.000,0.523,0.488,0.301,0.121,0.426,0.000,0.000,0.498,0.392,0.253,0.355,0.509,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2606,17.373,60.000,0.290,1.000,0.584,0.570,0.169,0.201,0.710,0.000,0.000,0.875,0.082,0.433,0.118,0.326,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2539,16.927,60.000,0.282,1.000,0.586,0.573,0.165,0.203,0.718,0.000,0.000,0.885,0.073,0.433,0.114,0.324,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2602,17.347,60.000,0.289,1.000,0.584,0.575,0.169,0.197,0.711,0.000,0.000,0.887,0.073,0.422,0.123,0.342,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2555,17.033,60.000,0.284,1.000,0.583,0.574,0.166,0.201,0.716,0.000,0.000,0.883,0.082,0.441,0.117,0.329,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2601,17.340,60.000,0.289,1.000,0.581,0.570,0.168,0.199,0.711,0.000,0.000,0.875,0.089,0.438,0.120,0.335,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2679,17.860,60.000,0.298,1.000,0.579,0.567,0.172,0.195,0.702,0.000,0.000,0.863,0.100,0.420,0.124,0.338,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2049,13.660,60.000,0.228,1.000,0.595,0.592,0.136,0.215,0.772,0.000,0.000,0.000,0.000,0.506,0.093,0.322,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,653,4.353,60.000,0.073,1.000,0.667,0.675,0.048,0.348,0.927,0.000,0.000,0.000,0.000,0.784,0.015,0.152,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7496,49.973,60.000,0.833,1.000,0.530,0.467,0.442,0.091,0.167,0.000,0.000,0.000,0.457,0.028,0.693,0.701,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1689,11.260,11.300,0.188,0.188,0.583,0.608,0.109,0.221,0.812,0.576,0.235,0.000,0.210,0.581,0.062,0.243,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5164,34.427,60.000,0.574,1.000,0.521,0.482,0.299,0.116,0.426,0.000,0.000,0.500,0.396,0.270,0.387,0.552,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1836,12.240,12.313,0.204,0.205,0.580,0.635,0.118,0.245,0.796,0.795,0.000,0.000,0.223,0.558,0.064,0.233,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,544,3.627,3.633,0.060,0.061,0.635,0.716,0.038,0.373,0.940,0.939,0.000,0.000,0.061,0.822,0.013,0.127,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1435,9.567,12.313,0.159,0.205,0.607,0.645,0.097,0.277,0.841,0.795,0.000,0.141,0.040,0.618,0.044,0.206,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7851,52.340,60.000,0.872,1.000,0.505,0.449,0.440,0.085,0.128,0.000,0.000,0.150,0.478,0.080,0.676,0.639,0,0
